duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
57,,Movie,Mo Amer: The Vagabond,10/9/2018,2018,TV-MA,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",80239503
98,,Movie,Surat Dari Praha,10/9/2018,2016,TV-14,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.",81016321
99,,Movie,Winter on Fire: Ukraine's Fight for Freedom,10/9/2015,2015,NR,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",80031666
70,,Movie,Deon Cole: Cole Hearted,10/8/2019,2019,TV-MA,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",80995737
46,,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,10/8/2019,2019,TV-Y7,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!",81021976
119,,Movie,Pulang,10/8/2018,2018,TV-14,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",81020161
111,,Movie,The Water Diviner,10/7/2019,2014,R,"Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",80025390
80,,Movie,Chris Brown: Welcome to My Life,10/7/2017,2017,TV-MA,"Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown.",80196216
101,,Movie,13TH,10/7/2016,2016,TV-MA,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",80091741
73,,Movie,Russell Peters: Almost Famous,10/7/2016,2016,TV-MA,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",80115464
,1,TV Show,StoryBots Super Songs,10/7/2016,2016,TV-Y,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",80113144
108,,Movie,The Siege of Jadotville,10/7/2016,2016,TV-MA,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",80041653
101,,Movie,Love for Sale,10/6/2019,2018,TV-14,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.",81016338
92,,Movie,Jackpot,10/6/2018,2015,TV-14,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,81002592
94,,Movie,Seven in Heaven,10/6/2018,2018,PG-13,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,81017724
,1,TV Show,ID-0,10/6/2017,2017,TV-14,"In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",80174918
107,,Movie,Kung Fu Yoga,10/6/2017,2017,TV-PG,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.,80170301
106,,Movie,The Death and Life of Marsha P. Johnson,10/6/2017,2017,TV-MA,"As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.",80189623
,1,TV Show,Legend Quest: Masters of Myth,10/5/2019,2019,TV-Y7,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",80215730
,1,TV Show,My Country: The New Age,10/5/2019,2019,TV-14,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",81161487
109,,Movie,Noblemen,10/5/2019,2019,TV-MA,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen.",81177367
151,,Movie,Cahaya Dari Timur Beta Maluku,10/5/2018,2014,TV-14,"After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",81016323
,1,TV Show,Dancing Queen,10/5/2018,2018,TV-14,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,80198511
74,,Movie,Emma' (Mother),10/5/2018,2016,TV-PG,"In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.",81016318
,1,TV Show,Empire Games,10/5/2018,2018,TV-14,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,80240840
,1,TV Show,LOST SONG,10/5/2018,2018,TV-14,"War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",80191369
89,,Movie,Malevolent,10/5/2018,2018,TV-MA,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",80242081
124,,Movie,Private Life,10/5/2018,2018,R,"Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",80168222
25,,Movie,Super Monsters Save Halloween,10/5/2018,2018,TV-Y,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.",80999063
,1,TV Show,YG Future Strategy Office,10/5/2018,2018,TV-MA,"K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",80220650
100,,Movie,A Plastic Ocean,10/4/2019,2016,TV-PG,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.",80164032
110,,Movie,Brother in Love,10/4/2019,2019,TV-14,"A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.",81158574
102,,Movie,In the Tall Grass,10/4/2019,2019,TV-MA,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",80237905
102,,Movie,Kids on the Block,10/4/2019,2019,TV-PG,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.",81132440
,1,TV Show,Raising Dion,10/4/2019,2019,TV-PG,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,80117803
24,,Movie,Super Monsters: Vida's First Halloween,10/4/2019,2019,TV-Y,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",81021243
84,,Movie,Compulsion,10/4/2018,2016,TV-MA,"Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",81004460
121,,Movie,The Dreamer,10/4/2018,2009,TV-PG,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",81016330
85,,Movie,The Haunting of Molly Hartley,10/4/2018,2008,PG-13,"A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",70105130
,1,TV Show,Violet Evergarden: Special,10/4/2018,2018,TV-PG,"Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",81010662
25,,Movie,LEGO Jurassic World: The Indominus Escape,10/4/2016,2016,TV-Y7,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,80141858
65,,Movie,Grego Rossello: Disculpe las molestias,10/31/2019,2019,TV-MA,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.",81084225
,1,TV Show,Nowhere Man,10/31/2019,2019,TV-MA,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",80203920
,1,TV Show,Sleepless Society: Bedtime Wishes,10/31/2019,2019,TV-MA,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",80242051
126,,Movie,Gun City,10/31/2018,2018,TV-MA,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.",80199806
118,,Movie,Heneral Luna,10/31/2018,2015,R,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.,80084834
84,,Movie,Judah Friedlander: America Is the Greatest Country in the United States,10/31/2017,2017,TV-MA,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",80208273
76,,Movie,The B-Side: Elsa Dorfman's Portrait Photography,10/31/2017,2016,TV-MA,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike.",80145699
,1,TV Show,Zumbo's Just Desserts,10/31/2017,2016,TV-14,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",80204927
85,,Movie,Kristy,10/31/2015,2013,NR,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang.",70266684
,1,TV Show,"Bring It On, Ghost",10/30/2019,2016,TV-14,A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,81166978
126,,Movie,Mehandi Circus,10/30/2019,2019,TV-14,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",81177371
,1,TV Show,Tomorrow with You,10/30/2019,2017,TV-14,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,81167029
,1,TV Show,Tunnel,10/30/2019,2019,TV-MA,A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,81142594
116,,Movie,My Brother ... Nikhil,10/30/2018,2005,TV-PG,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.",70067230
122,,Movie,Shorgul,10/30/2018,2016,TV-14,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.,80207446
105,,Movie,Siddhant,10/30/2018,2014,TV-G,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,80207447
